drama_id,tot_user_score,tot_watched,genre_id
c4a87b1ff2f7b63e783a33b262a0b46bf9d5df81a5cb44a93fe0a937adef53ff,8.4,54871,2
c4a87b1ff2f7b63e783a33b262a0b46bf9d5df81a5cb44a93fe0a937adef53ff,8.4,54871,6
d771da187b5c5990f7b147f6e946d9ae99fbf9b7b72877cd8067c8597059b1a0,8.6,28497,10
d771da187b5c5990f7b147f6e946d9ae99fbf9b7b72877cd8067c8597059b1a0,8.6,28497,0
d771da187b5c5990f7b147f6e946d9ae99fbf9b7b72877cd8067c8597059b1a0,8.6,28497,17
d771da187b5c5990f7b147f6e946d9ae99fbf9b7b72877cd8067c8597059b1a0,8.6,28497,3
e425bf68a2136f8f3a4ed561f03fce745d136ba3ff0011520bdd88b1615794d3,7.9,13407,2
e425bf68a2136f8f3a4ed561f03fce745d136ba3ff0011520bdd88b1615794d3,7.9,13407,6
e425bf68a2136f8f3a4ed561f03fce745d136ba3ff0011520bdd88b1615794d3,7.9,13407,16
0492f5a1c6db7fc33f8bce33457846a4d9c3e77f72c6cc920a71a48ae1c318bb,7.4,1125,6
bb8f0f9efca8a7972b6eb6f9e12bd246e8cef4ca3c98ba0229bc8a42ca3a644d,6.9,931,6
dc004cf76152062186305d9de5eb9841f49178cebca0a66a05bc9a12cda68a64,7.0,835,3
69b041835c857f177ff8980a02d188687e00e08c1fff3af768b484b75e5b9221,7.8,2991,0
69b041835c857f177ff8980a02d188687e00e08c1fff3af768b484b75e5b9221,7.8,2991,1
69b041835c857f177ff8980a02d188687e00e08c1fff3af768b484b75e5b9221,7.8,2991,3
c4bc845b6562795d986dc4e15d5022c0e4601d372062ff432ffe5dccf36242c6,7.5,7885,0
c4bc845b6562795d986dc4e15d5022c0e4601d372062ff432ffe5dccf36242c6,7.5,7885,1
c4bc845b6562795d986dc4e15d5022c0e4601d372062ff432ffe5dccf36242c6,7.5,7885,9
c4bc845b6562795d986dc4e15d5022c0e4601d372062ff432ffe5dccf36242c6,7.5,7885,3
db6dfb6f024840de7b115822326544858a1d1122747d67f7664678a7e57e3789,7.9,10931,2
db6dfb6f024840de7b115822326544858a1d1122747d67f7664678a7e57e3789,7.9,10931,17
db6dfb6f024840de7b115822326544858a1d1122747d67f7664678a7e57e3789,7.9,10931,3
78ee5044611feb4667c1b7db09a1fc9fcb89dd7f01c4422aaea6a634dbe23eba,8.2,3111,18
78ee5044611feb4667c1b7db09a1fc9fcb89dd7f01c4422aaea6a634dbe23eba,8.2,3111,16
78ee5044611feb4667c1b7db09a1fc9fcb89dd7f01c4422aaea6a634dbe23eba,8.2,3111,3
e39be8ff3b3554b8ecec303b8f0928477c49cc3f618b6f4a37a2acbf00b15c31,6.8,10559,6
e39be8ff3b3554b8ecec303b8f0928477c49cc3f618b6f4a37a2acbf00b15c31,6.8,10559,9
be87e23ab4ef799afefd68106a3f1e2ce9bb123c87f795896d2a4c9d96671036,7.0,4708,2
be87e23ab4ef799afefd68106a3f1e2ce9bb123c87f795896d2a4c9d96671036,7.0,4708,6
b243b502cf9bd5003371500230e1d6edc7f35f68e5f2daa5fd4bbf211a6aa8a1,8.2,21674,10
b243b502cf9bd5003371500230e1d6edc7f35f68e5f2daa5fd4bbf211a6aa8a1,8.2,21674,19
b243b502cf9bd5003371500230e1d6edc7f35f68e5f2daa5fd4bbf211a6aa8a1,8.2,21674,3
b243b502cf9bd5003371500230e1d6edc7f35f68e5f2daa5fd4bbf211a6aa8a1,8.2,21674,20
705c14514667ec366ceb0cdd561af1294901e895c3b308bacc6874150b199cb5,7.3,2518,21
705c14514667ec366ceb0cdd561af1294901e895c3b308bacc6874150b199cb5,7.3,2518,6
705c14514667ec366ceb0cdd561af1294901e895c3b308bacc6874150b199cb5,7.3,2518,3
705c14514667ec366ceb0cdd561af1294901e895c3b308bacc6874150b199cb5,7.3,2518,7
c557daf8314a46b4d4a550b19fc8584a3195cb3c692616dcd887daff3ef9f243,6.8,336,2
c557daf8314a46b4d4a550b19fc8584a3195cb3c692616dcd887daff3ef9f243,6.8,336,6
c557daf8314a46b4d4a550b19fc8584a3195cb3c692616dcd887daff3ef9f243,6.8,336,9
c557daf8314a46b4d4a550b19fc8584a3195cb3c692616dcd887daff3ef9f243,6.8,336,3
73a1806dd20fd5e2be71953a9975c165db1378163fb339390ff40e962d3a74bc,8.9,24085,5
73a1806dd20fd5e2be71953a9975c165db1378163fb339390ff40e962d3a74bc,8.9,24085,14
73a1806dd20fd5e2be71953a9975c165db1378163fb339390ff40e962d3a74bc,8.9,24085,6
73a1806dd20fd5e2be71953a9975c165db1378163fb339390ff40e962d3a74bc,8.9,24085,13
e613ceb2cb8c2358f23354ac8f1e429ce6920f640f85fbed423c3d2b5b7a7651,7.7,6450,6
e613ceb2cb8c2358f23354ac8f1e429ce6920f640f85fbed423c3d2b5b7a7651,7.7,6450,9
ab44aa9fa8d74331a5270b394a7278c01ff0df567144e15f7a4ee105c66a9c00,7.5,12682,2
ab44aa9fa8d74331a5270b394a7278c01ff0df567144e15f7a4ee105c66a9c00,7.5,12682,6
ab44aa9fa8d74331a5270b394a7278c01ff0df567144e15f7a4ee105c66a9c00,7.5,12682,3
ce44895c8e30299da915e8e93621b4ab6b17f61a231cad57144a21b59fc0f12d,8.6,14819,1
ce44895c8e30299da915e8e93621b4ab6b17f61a231cad57144a21b59fc0f12d,8.6,14819,6
ce44895c8e30299da915e8e93621b4ab6b17f61a231cad57144a21b59fc0f12d,8.6,14819,3
ce44895c8e30299da915e8e93621b4ab6b17f61a231cad57144a21b59fc0f12d,8.6,14819,20
cc3b667cfcafc4716bef2b483e4b2ed2709d2093b868e21521705caaf0a1c4a3,7.4,1596,6
cc3b667cfcafc4716bef2b483e4b2ed2709d2093b868e21521705caaf0a1c4a3,7.4,1596,16
cc3b667cfcafc4716bef2b483e4b2ed2709d2093b868e21521705caaf0a1c4a3,7.4,1596,3
7ad3404c6d6a212ff254c709ce21cc2c53aa47ec9f08b2b6e64f9006e03d4614,9.0,19679,6
7ad3404c6d6a212ff254c709ce21cc2c53aa47ec9f08b2b6e64f9006e03d4614,9.0,19679,3
7ad3404c6d6a212ff254c709ce21cc2c53aa47ec9f08b2b6e64f9006e03d4614,9.0,19679,22
df855bb14997060bc56e0483cef488242ae2734a40346f6c5a0477d2d4f4bf72,7.2,10196,6
df855bb14997060bc56e0483cef488242ae2734a40346f6c5a0477d2d4f4bf72,7.2,10196,3
78775d337448083e819c3e61c8f497e38a593707f7d003595650aa3ad14e96cc,8.9,32756,2
78775d337448083e819c3e61c8f497e38a593707f7d003595650aa3ad14e96cc,8.9,32756,16
78775d337448083e819c3e61c8f497e38a593707f7d003595650aa3ad14e96cc,8.9,32756,3
78775d337448083e819c3e61c8f497e38a593707f7d003595650aa3ad14e96cc,8.9,32756,23
88167ca0a45800a0782a5a8efba5b73dcc1f5b9b145e67b53c2d5ccc54b9dbd7,7.4,1405,0
88167ca0a45800a0782a5a8efba5b73dcc1f5b9b145e67b53c2d5ccc54b9dbd7,7.4,1405,1
88167ca0a45800a0782a5a8efba5b73dcc1f5b9b145e67b53c2d5ccc54b9dbd7,7.4,1405,3
88167ca0a45800a0782a5a8efba5b73dcc1f5b9b145e67b53c2d5ccc54b9dbd7,7.4,1405,7
d0a9321d74d489d9f17dd5ceec2ef5dbf9cfa73803e007945428573bbb9f2820,7.2,1609,8
d0a9321d74d489d9f17dd5ceec2ef5dbf9cfa73803e007945428573bbb9f2820,7.2,1609,11
0011aff15fc9cc20a0a02cd7f0d415aab47e5b36d39a2f51d53b93c05e257788,7.1,10903,10
0011aff15fc9cc20a0a02cd7f0d415aab47e5b36d39a2f51d53b93c05e257788,7.1,10903,0
0011aff15fc9cc20a0a02cd7f0d415aab47e5b36d39a2f51d53b93c05e257788,7.1,10903,3
0011aff15fc9cc20a0a02cd7f0d415aab47e5b36d39a2f51d53b93c05e257788,7.1,10903,20
139c7389b1f305a3eaca9657b8403a4a2745abc3077ff8532638fca544fe9251,7.5,10055,10
139c7389b1f305a3eaca9657b8403a4a2745abc3077ff8532638fca544fe9251,7.5,10055,0
139c7389b1f305a3eaca9657b8403a4a2745abc3077ff8532638fca544fe9251,7.5,10055,2
139c7389b1f305a3eaca9657b8403a4a2745abc3077ff8532638fca544fe9251,7.5,10055,3
74105fe2e760a918d5078bc0b754607ea2ba79a96cc63b63e8ba9033dac3d987,7.5,308,10
74105fe2e760a918d5078bc0b754607ea2ba79a96cc63b63e8ba9033dac3d987,7.5,308,2
8d3137cd75fb00805835f62e71a423897deb4579edc12e92d857ed070f8b6e35,8.1,18085,2
8d3137cd75fb00805835f62e71a423897deb4579edc12e92d857ed070f8b6e35,8.1,18085,16
8d3137cd75fb00805835f62e71a423897deb4579edc12e92d857ed070f8b6e35,8.1,18085,3
8d3137cd75fb00805835f62e71a423897deb4579edc12e92d857ed070f8b6e35,8.1,18085,22
b48cd66181e10ff7a3cd3428bfe2465439752109121db0ebcda12ad847ea7ced,8.2,5300,21
b48cd66181e10ff7a3cd3428bfe2465439752109121db0ebcda12ad847ea7ced,8.2,5300,3
b48cd66181e10ff7a3cd3428bfe2465439752109121db0ebcda12ad847ea7ced,8.2,5300,24
d0db38e569cfc3d327ae54ca536d004ef7330dbecd9ef05aa6c01278351c751c,8.1,20852,2
d0db38e569cfc3d327ae54ca536d004ef7330dbecd9ef05aa6c01278351c751c,8.1,20852,6
d0db38e569cfc3d327ae54ca536d004ef7330dbecd9ef05aa6c01278351c751c,8.1,20852,16
d0db38e569cfc3d327ae54ca536d004ef7330dbecd9ef05aa6c01278351c751c,8.1,20852,7
956436c1d1995a829c4c83893b1e1727b33514fe258029fd05b6403dcbf24eda,7.8,6434,10
956436c1d1995a829c4c83893b1e1727b33514fe258029fd05b6403dcbf24eda,7.8,6434,19
956436c1d1995a829c4c83893b1e1727b33514fe258029fd05b6403dcbf24eda,7.8,6434,1
956436c1d1995a829c4c83893b1e1727b33514fe258029fd05b6403dcbf24eda,7.8,6434,2
85cff6812f33b1ffb9c68ffb94fb010d8e67945e2b83b66d9a527732ab22caae,7.9,1258,0
85cff6812f33b1ffb9c68ffb94fb010d8e67945e2b83b66d9a527732ab22caae,7.9,1258,1
85cff6812f33b1ffb9c68ffb94fb010d8e67945e2b83b66d9a527732ab22caae,7.9,1258,6
85cff6812f33b1ffb9c68ffb94fb010d8e67945e2b83b66d9a527732ab22caae,7.9,1258,3
fdbf8dc2beddc45c2fcaa02e965aea25c18beabd53dba2b28f71555c9f420d2e,7.8,1462,0
fdbf8dc2beddc45c2fcaa02e965aea25c18beabd53dba2b28f71555c9f420d2e,7.8,1462,1
fdbf8dc2beddc45c2fcaa02e965aea25c18beabd53dba2b28f71555c9f420d2e,7.8,1462,17
fdbf8dc2beddc45c2fcaa02e965aea25c18beabd53dba2b28f71555c9f420d2e,7.8,1462,3
ce342182ea5f244d61b4bd155e191872a90e04251ce13fc8828970fd52550308,8.6,19097,10
ce342182ea5f244d61b4bd155e191872a90e04251ce13fc8828970fd52550308,8.6,19097,0
ce342182ea5f244d61b4bd155e191872a90e04251ce13fc8828970fd52550308,8.6,19097,3
ce342182ea5f244d61b4bd155e191872a90e04251ce13fc8828970fd52550308,8.6,19097,20
3e6291799bf0e59a9b376c9ffa12955fd79f98ac00c62ef9bd443d1e230a7572,8.0,11439,5
3e6291799bf0e59a9b376c9ffa12955fd79f98ac00c62ef9bd443d1e230a7572,8.0,11439,25
3e6291799bf0e59a9b376c9ffa12955fd79f98ac00c62ef9bd443d1e230a7572,8.0,11439,6
3e6291799bf0e59a9b376c9ffa12955fd79f98ac00c62ef9bd443d1e230a7572,8.0,11439,3
e4089ab54ddbc259e1a3a15917fa3c9a11cdc9509e1c8d125c96a97de63ac700,8.1,23521,6
e4089ab54ddbc259e1a3a15917fa3c9a11cdc9509e1c8d125c96a97de63ac700,8.1,23521,3
e4089ab54ddbc259e1a3a15917fa3c9a11cdc9509e1c8d125c96a97de63ac700,8.1,23521,7
eeaa5f002a5b2629dedec1e2ada2f250d4bd28dbb5d7974d5564c63e8f3ea8ee,8.2,10662,5
eeaa5f002a5b2629dedec1e2ada2f250d4bd28dbb5d7974d5564c63e8f3ea8ee,8.2,10662,1
eeaa5f002a5b2629dedec1e2ada2f250d4bd28dbb5d7974d5564c63e8f3ea8ee,8.2,10662,6
eeaa5f002a5b2629dedec1e2ada2f250d4bd28dbb5d7974d5564c63e8f3ea8ee,8.2,10662,3
09a1a4abd38a5d5280a111193e35a9e9fcf6a78a9af4a3919ef7d2ca1f3b6f58,7.6,240,6
09a1a4abd38a5d5280a111193e35a9e9fcf6a78a9af4a3919ef7d2ca1f3b6f58,7.6,240,16
ae4299ebc1f96ac75af49813f93830573da4809f9c47ccb1641261f7cf65c6da,7.8,17750,2
ae4299ebc1f96ac75af49813f93830573da4809f9c47ccb1641261f7cf65c6da,7.8,17750,6
8aa0d66e53519f22a97417f9009fd6420620cbbe96811103aac999cd450ae400,7.7,23025,15
8aa0d66e53519f22a97417f9009fd6420620cbbe96811103aac999cd450ae400,7.7,23025,6
8aa0d66e53519f22a97417f9009fd6420620cbbe96811103aac999cd450ae400,7.7,23025,9
8aa0d66e53519f22a97417f9009fd6420620cbbe96811103aac999cd450ae400,7.7,23025,3
27f55585871e54c241037728390e51a8e7e5b1e45100eee6ea845e3f8757496c,7.1,855,0
27f55585871e54c241037728390e51a8e7e5b1e45100eee6ea845e3f8757496c,7.1,855,6
27f55585871e54c241037728390e51a8e7e5b1e45100eee6ea845e3f8757496c,7.1,855,3
27f55585871e54c241037728390e51a8e7e5b1e45100eee6ea845e3f8757496c,7.1,855,7
aedac9e98e8a344e300fb91a9d75ee9daef84e8e1cca948c3677f9b1c1bdfba6,7.2,91,6
cc5af91e21d7609ab12e487582fd3c74b5f7119c60fe94286875974472f4bc78,7.5,5725,10
cc5af91e21d7609ab12e487582fd3c74b5f7119c60fe94286875974472f4bc78,7.5,5725,0
cc5af91e21d7609ab12e487582fd3c74b5f7119c60fe94286875974472f4bc78,7.5,5725,3
cc5af91e21d7609ab12e487582fd3c74b5f7119c60fe94286875974472f4bc78,7.5,5725,7
5ad6a30e7212150162d530694b3047bb7ff2345598468f1edae1e1c5648e626d,9.0,48201,0
5ad6a30e7212150162d530694b3047bb7ff2345598468f1edae1e1c5648e626d,9.0,48201,3
5ad6a30e7212150162d530694b3047bb7ff2345598468f1edae1e1c5648e626d,9.0,48201,7
1eb5da5719e3099078a01b70f7b6bd20c6e19014c384b44b644d334ac65eb9fa,8.0,22892,21
1eb5da5719e3099078a01b70f7b6bd20c6e19014c384b44b644d334ac65eb9fa,8.0,22892,6
32a0394cab8c9585239cc1701a4bd21990dccf07a397183dca0307751dec7078,7.7,8894,5
32a0394cab8c9585239cc1701a4bd21990dccf07a397183dca0307751dec7078,7.7,8894,6
32a0394cab8c9585239cc1701a4bd21990dccf07a397183dca0307751dec7078,7.7,8894,9
32a0394cab8c9585239cc1701a4bd21990dccf07a397183dca0307751dec7078,7.7,8894,3
63e44e3be2fbdc764c0e4e0febd1cbad7d6084fb87076fe4d504eaebef8052d3,8.3,8652,25
63e44e3be2fbdc764c0e4e0febd1cbad7d6084fb87076fe4d504eaebef8052d3,8.3,8652,3
a8c4cfc3fa4d92f1b92612e9792f7904fc7baab20ef120df97079f198af978bb,7.2,11279,18
a8c4cfc3fa4d92f1b92612e9792f7904fc7baab20ef120df97079f198af978bb,7.2,11279,2
a8c4cfc3fa4d92f1b92612e9792f7904fc7baab20ef120df97079f198af978bb,7.2,11279,6
1d3a0427a89cb3eca013f9f1c717441acff683e31628a589e9755aea15584fad,7.8,9195,1
1d3a0427a89cb3eca013f9f1c717441acff683e31628a589e9755aea15584fad,7.8,9195,2
1d3a0427a89cb3eca013f9f1c717441acff683e31628a589e9755aea15584fad,7.8,9195,6
1d3a0427a89cb3eca013f9f1c717441acff683e31628a589e9755aea15584fad,7.8,9195,11
41110c7bef81b12b65abfc592c08bfc926520c8843271f9b977009fd8b413983,8.0,13228,10
41110c7bef81b12b65abfc592c08bfc926520c8843271f9b977009fd8b413983,8.0,13228,0
41110c7bef81b12b65abfc592c08bfc926520c8843271f9b977009fd8b413983,8.0,13228,14
41110c7bef81b12b65abfc592c08bfc926520c8843271f9b977009fd8b413983,8.0,13228,13
4f919b52ee6b28aa1e06bceb79ae8f0625605c270f329a0f5af4c741fe73cc61,8.3,21745,6
4f919b52ee6b28aa1e06bceb79ae8f0625605c270f329a0f5af4c741fe73cc61,8.3,21745,3
4f919b52ee6b28aa1e06bceb79ae8f0625605c270f329a0f5af4c741fe73cc61,8.3,21745,7
c1afa75992939fb3d0ede11f60eb26936de9a7062a9bb7a4ab53f52f5200af73,8.9,19808,10
c1afa75992939fb3d0ede11f60eb26936de9a7062a9bb7a4ab53f52f5200af73,8.9,19808,0
c1afa75992939fb3d0ede11f60eb26936de9a7062a9bb7a4ab53f52f5200af73,8.9,19808,1
c1afa75992939fb3d0ede11f60eb26936de9a7062a9bb7a4ab53f52f5200af73,8.9,19808,17
a1c09235a54a729d8c829a5e3d1f9d62522f265653fea72174246f2573a7491c,7.6,1207,10
a1c09235a54a729d8c829a5e3d1f9d62522f265653fea72174246f2573a7491c,7.6,1207,17
a1c09235a54a729d8c829a5e3d1f9d62522f265653fea72174246f2573a7491c,7.6,1207,3
d10d4add1e7fce2b76c230e3dea2748ee9dc31d66b95bbee19c84cfd6130e2be,7.6,26895,2
d10d4add1e7fce2b76c230e3dea2748ee9dc31d66b95bbee19c84cfd6130e2be,7.6,26895,6
d10d4add1e7fce2b76c230e3dea2748ee9dc31d66b95bbee19c84cfd6130e2be,7.6,26895,3
d10d4add1e7fce2b76c230e3dea2748ee9dc31d66b95bbee19c84cfd6130e2be,7.6,26895,13
49c2aebfaa75d63a68ac56c96c23ac2d938bc37e3e24e533ec6ed08cad93006a,8.6,37792,2
49c2aebfaa75d63a68ac56c96c23ac2d938bc37e3e24e533ec6ed08cad93006a,8.6,37792,25
49c2aebfaa75d63a68ac56c96c23ac2d938bc37e3e24e533ec6ed08cad93006a,8.6,37792,6
f34be925476f657aec5b6027c7b8de147c879e2a01e1efc6829c54ca6304f143,8.1,18718,5
f34be925476f657aec5b6027c7b8de147c879e2a01e1efc6829c54ca6304f143,8.1,18718,1
f34be925476f657aec5b6027c7b8de147c879e2a01e1efc6829c54ca6304f143,8.1,18718,6
f34be925476f657aec5b6027c7b8de147c879e2a01e1efc6829c54ca6304f143,8.1,18718,3
775556292ff5f359e18d378916c25d47430ae99567b9e1d7d82e52f8a127149e,5.9,160,3
270d808ace0942957695cb112d9985aefe6f554d6b4589335b734dc49358310d,7.9,3228,0
270d808ace0942957695cb112d9985aefe6f554d6b4589335b734dc49358310d,7.9,3228,1
270d808ace0942957695cb112d9985aefe6f554d6b4589335b734dc49358310d,7.9,3228,17
270d808ace0942957695cb112d9985aefe6f554d6b4589335b734dc49358310d,7.9,3228,3
7b27c1caa28f83522fe7fe7524d2c1dbca3886de6566e58a368ebdeb15b518ee,7.3,13170,2
7b27c1caa28f83522fe7fe7524d2c1dbca3886de6566e58a368ebdeb15b518ee,7.3,13170,6
7b27c1caa28f83522fe7fe7524d2c1dbca3886de6566e58a368ebdeb15b518ee,7.3,13170,22
7b27c1caa28f83522fe7fe7524d2c1dbca3886de6566e58a368ebdeb15b518ee,7.3,13170,13
64cc05f6b7bfa45c1d06420bb41091a11fb080c1d1c38cd3c0fa517f8d4967db,8.0,447,2
64cc05f6b7bfa45c1d06420bb41091a11fb080c1d1c38cd3c0fa517f8d4967db,8.0,447,9
64cc05f6b7bfa45c1d06420bb41091a11fb080c1d1c38cd3c0fa517f8d4967db,8.0,447,3
1ede2c892a07287a9abfe14d87c7514b6c89e546391be39b99151ed3122b2074,7.1,11366,6
1ede2c892a07287a9abfe14d87c7514b6c89e546391be39b99151ed3122b2074,7.1,11366,3
6feecf67b995d127a508e5dbb5a7605ca146602d9d652113d64a94fdc0962873,7.3,11931,25
6feecf67b995d127a508e5dbb5a7605ca146602d9d652113d64a94fdc0962873,7.3,11931,6
6feecf67b995d127a508e5dbb5a7605ca146602d9d652113d64a94fdc0962873,7.3,11931,3
68026244522f50d0a8d0a028d67ed88a6bd63379c6a37f42245e6d402640b5a1,6.7,141,6
68026244522f50d0a8d0a028d67ed88a6bd63379c6a37f42245e6d402640b5a1,6.7,141,3
1c49400e6373f3dca92b2cb30bfdfd5e97e0c3f012a2aaec736a1628fb5da55e,8.4,41125,0
1c49400e6373f3dca92b2cb30bfdfd5e97e0c3f012a2aaec736a1628fb5da55e,8.4,41125,1
